ID,Target
ID_AAcismbB,0.22805485
ID_AAeBMsji,0.321462
ID_AAjFMjzy,0.60985667
ID_AAmMOEEC,0.4227409
ID_ABguzDxp,0.3511753
ID_ABomWihE,0.33170998
ID_ACDBDjVC,0.3314956
ID_AEnEBaEk,0.46825758
ID_AFDiXCWE,0.22758684
ID_AFFdlZrY,0.30929744
ID_AFFhrAEa,0.49163166
ID_AFTYARrX,0.34361506
ID_AFxizGWn,0.33932567
ID_AGXURqVa,0.4453602
ID_AGcfrBss,0.30469194
ID_AGhyJnjs,0.34237146
ID_AHHszlce,0.32539785
ID_AHfEgdxI,0.5403828
ID_AHxMZjLk,0.30507448
ID_AIRMTzvW,0.30470264
ID_AIhXjNzB,0.3158604
ID_AInNJcPZ,0.62258315
ID_AJeUKOax,0.3497529
ID_AJtmZTPv,0.30565938
ID_AJvMJUgh,0.35021853
ID_AKDNaIeF,0.4691077
ID_AKtFUCOh,0.29857206
ID_ALMWkcWZ,0.316835
ID_ALsuDzjy,0.46546444
ID_AMDeLpAe,0.45205435
ID_AMFLUESH,0.30498043
ID_AMPzBaLI,0.5480687
ID_AMQunDcB,0.5435837
ID_AMoeaBNL,0.5284888
ID_AMqLADVZ,0.3278153
ID_ANjdaLZT,0.5885713
ID_ANmZqeaJ,0.31916165
ID_AOSShqiH,0.57988495
ID_AOtbKdTz,0.2627242
ID_APPZTAvk,0.5710832
ID_APXZieOd,0.45832846
ID_APYmHMeT,0.30433932
ID_APqxpzOM,0.4562785
ID_AQXRdQFe,0.22902603
ID_AQahPNSl,0.31018925
ID_ASJBnAcz,0.2938279
ID_ASScpzpo,0.2897411
ID_ASYEmqFR,0.6213399
ID_ASYmdsAQ,0.46313053
ID_ASizsGwc,0.31058028
ID_ATGMmtfy,0.5729624
ID_ATfXaLki,0.3102867
ID_ATvhCiLv,0.3135095
ID_AUYDTXht,0.36334264
ID_AUgbYLcu,0.3171233
ID_AUikRRXA,0.30607587
ID_AWFsJxKf,0.44563746
ID_AWMJnaEH,0.5460465
ID_AWUFocya,0.42371914
ID_AWkhcJQd,0.22902603
ID_AXFMbyYb,0.5847346
ID_AXpXAnqG,0.489543
ID_AYFCJcwy,0.31006643
ID_AYbBsLeO,0.22902603
ID_AYhMSkOo,0.30288374
ID_AYozseeP,0.53973496
ID_AZTpltEK,0.30720997
ID_AZeXIEjC,0.56669074
ID_AZlhigno,0.46202064
